season,division,matchday,date,home_team,away_team,score,year,month,weekday,home_goals,away_goals,result,target,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against,avg_goals_for_combined,avg_goals_against_combined,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against
1990-1991,1,33,1991-05-05,Athletic,Real Oviedo,2:1,1991,5,6,2.0,1.0,1,0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.4
1990-1991,1,33,1991-05-05,Barcelona,Real Zaragoza,2:1,1991,5,6,2.0,1.0,1,0,1.8,0.8,0.6,2.4,1.2,1.6,1.2,0.8,0.8,1.6
1990-1991,1,34,1991-05-11,Real Madrid,Athletic,4:1,1991,5,5,4.0,1.0,1,0,2.8,1.4,0.4,2.0,1.5999999999999999,1.7,2.8,1.4,0.4,2.0
1990-1991,1,34,1991-05-11,CD Logroñés,Sporting Gijón,1:2,1991,5,5,1.0,2.0,2,2,0.8,0.6,0.6,1.0,0.7,0.8,0.8,0.6,0.6,1.0
1990-1991,1,34,1991-05-11,Cádiz CF,Barcelona,4:0,1991,5,5,4.0,0.0,1,0,0.8,0.6,2.6,0.6,1.7000000000000002,0.6,0.8,0.6,2.6,0.6
1990-1991,1,34,1991-05-12,Real Betis,Burgos CF,0:0,1991,5,6,0.0,0.0,X,1,1.6,1.6,0.6,0.8,1.1,1.2000000000000002,1.0,1.0,0.4,2.4
1990-1991,1,34,1991-05-12,Valencia,Real Valladolid,2:0,1991,5,6,2.0,0.0,1,0,1.8,1.0,0.8,1.8,1.3,1.4,1.6,0.6,1.4,0.0
1990-1991,1,34,1991-05-12,Real Zaragoza,CD Castellón,2:0,1991,5,6,2.0,0.0,1,0,0.8,1.0,0.2,1.2,0.5,1.1,1.6,0.6,0.8,2.4
1990-1991,1,34,1991-05-12,Real Oviedo,CA Osasuna,0:0,1991,5,6,0.0,0.0,X,1,0.75,0.25,1.2,1.4,0.975,0.825,1.8,1.0,0.8,1.8
1990-1991,1,34,1991-05-12,Espanyol,CD Tenerife,1:0,1991,5,6,1.0,0.0,1,0,1.6,0.6,0.8,2.4,1.2000000000000002,1.5,0.8,1.0,0.2,1.2
1990-1991,1,34,1991-05-12,Real Sociedad,Atlético Madrid,2:1,1991,5,6,2.0,1.0,1,0,1.6,0.6,1.4,0.0,1.5,0.3,1.6,1.6,0.6,0.8
1990-1991,1,34,1991-05-12,RCD Mallorca,Sevilla FC,1:1,1991,5,6,1.0,1.0,X,1,1.0,1.0,0.4,2.4,0.7,1.7,0.75,0.25,1.2,1.4
1990-1991,1,37,1991-06-02,CD Tenerife,Real Valladolid,1:0,1991,6,6,1.0,0.0,1,0,1.0,0.6,0.6,2.0,0.8,1.3,2.2,1.0,0.8,1.2
1990-1991,1,37,1991-06-02,Athletic,Real Betis,4:0,1991,6,6,4.0,0.0,1,0,1.0,2.0,1.2,2.4,1.1,2.2,1.0,1.0,0.4,1.0
1990-1991,1,37,1991-06-02,CA Osasuna,Valencia,0:2,1991,6,6,0.0,2.0,2,2,0.8,0.8,1.4,0.4,1.1,0.6000000000000001,1.0,1.2,0.8,1.6
1990-1991,1,37,1991-06-02,Sporting Gijón,Espanyol,3:0,1991,6,6,3.0,0.0,1,0,1.4,1.0,0.8,1.2,1.1,1.1,1.6,1.2,1.6,2.4
1990-1991,1,37,1991-06-02,Atlético Madrid,Real Madrid,0:3,1991,6,6,0.0,3.0,2,2,1.4,0.2,1.0,1.0,1.2,0.6,0.8,0.8,0.6,0.8
1990-1991,1,37,1991-06-02,Sevilla FC,Real Sociedad,1:0,1991,6,6,1.0,0.0,1,0,1.6,1.2,1.6,2.4,1.6,1.7999999999999998,1.4,1.0,0.8,1.2
1990-1991,1,37,1991-06-02,Barcelona,Real Oviedo,0:0,1991,6,6,0.0,0.0,X,1,2.2,1.0,0.8,1.2,1.5,1.1,1.0,0.6,0.6,2.0
1990-1991,1,37,1991-06-02,CD Castellón,CD Logroñés,0:0,1991,6,6,0.0,0.0,X,1,1.0,1.2,0.8,1.6,0.9,1.4,1.4,0.2,1.0,1.0
1990-1991,1,37,1991-06-02,Real Zaragoza,Burgos CF,0:0,1991,6,6,0.0,0.0,X,1,0.8,0.8,0.6,0.8,0.7,0.8,1.0,2.0,1.2,2.4
1990-1991,1,37,1991-06-02,RCD Mallorca,Cádiz CF,0:0,1991,6,6,0.0,0.0,X,1,1.0,1.0,0.4,1.0,0.7,1.0,0.8,0.8,1.4,0.4
1990-1991,1,38,1991-06-08,CD Logroñés,Sevilla FC,2:1,1991,6,5,2.0,1.0,1,0,0.8,0.6,0.6,2.6,0.7,1.6,0.8,0.6,0.6,2.6
1990-1991,1,38,1991-06-08,Real Madrid,Barcelona,1:0,1991,6,5,1.0,0.0,1,0,3.2,1.4,2.6,1.4,2.9000000000000004,1.4,3.2,1.4,2.6,1.4
1990-1991,1,38,1991-06-09,Burgos CF,CD Tenerife,2:0,1991,6,6,2.0,0.0,1,0,1.0,1.4,0.6,1.6,0.8,1.5,1.0,1.4,0.6,1.6
1990-1991,1,38,1991-06-09,Real Valladolid,Athletic,1:0,1991,6,6,1.0,0.0,1,0,1.6,0.8,0.4,2.0,1.0,1.4,1.6,0.8,0.4,2.0
1990-1991,1,38,1991-06-09,Cádiz CF,Real Zaragoza,2:1,1991,6,6,2.0,1.0,1,0,1.6,0.6,0.8,2.0,1.2000000000000002,1.3,1.6,0.6,0.8,2.0
1990-1991,1,38,1991-06-09,Valencia,Sporting Gijón,0:1,1991,6,6,0.0,1.0,2,2,2.0,0.8,0.6,0.8,1.3,0.8,2.0,0.8,0.6,0.8
1990-1991,1,38,1991-06-09,Real Betis,CA Osasuna,0:1,1991,6,6,0.0,1.0,2,2,1.4,1.2,1.0,1.2,1.2,1.2,1.4,1.2,1.0,1.2
1990-1991,1,38,1991-06-09,Real Oviedo,CD Castellón,3:0,1991,6,6,3.0,0.0,1,0,0.6,0.2,0.2,1.4,0.4,0.7999999999999999,0.6,0.2,0.2,1.4
1990-1991,1,38,1991-06-09,Real Sociedad,RCD Mallorca,0:0,1991,6,6,0.0,0.0,X,1,1.8,0.6,0.8,1.2,1.3,0.8999999999999999,1.8,0.6,0.8,1.2
1990-1991,1,38,1991-06-09,Espanyol,Atlético Madrid,3:1,1991,6,6,3.0,1.0,1,0,1.8,0.4,1.6,0.4,1.7000000000000002,0.4,1.8,0.4,1.6,0.4
1991-1992,1,1,1991-09-01,CD Tenerife,CD Logroñés,3:0,1991,9,6,3.0,0.0,1,0,1.0,0.4,0.6,1.2,0.8,0.8,0.6,0.8,0.4,1.6
1991-1992,1,1,1991-09-01,Atlético Madrid,Burgos CF,2:0,1991,9,6,2.0,0.0,1,0,1.4,0.8,0.6,0.8,1.0,0.8,1.8,0.8,1.4,2.0
1991-1992,1,1,1991-09-01,Real Valladolid,Sporting Gijón,0:1,1991,9,6,0.0,1.0,2,2,1.8,0.6,0.8,0.6,1.3,0.6,1.2,0.2,0.6,0.8
1991-1992,1,1,1991-09-01,Real Oviedo,RCD Mallorca,0:0,1991,9,6,0.0,0.0,X,1,1.2,0.2,0.6,0.8,0.8999999999999999,0.5,0.6,1.2,,
1991-1992,1,1,1991-09-01,CA Osasuna,Albacete,2:0,1991,9,6,2.0,0.0,1,0,0.6,1.2,1.5,1.5,1.05,1.35,1.4,0.8,0.6,0.8
1991-1992,1,1,1991-09-01,Barcelona,Real Sociedad,2:0,1991,9,6,2.0,0.0,1,0,1.8,0.8,1.4,2.0,1.6,1.4,1.0,0.4,0.6,1.2
1991-1992,1,1,1991-09-01,Real Zaragoza,Espanyol,1:1,1991,9,6,1.0,1.0,X,1,0.6,0.8,0.4,1.6,0.5,1.2000000000000002,1.8,0.6,0.8,0.6
1991-1992,1,2,1991-09-07,Sevilla FC,Barcelona,4:2,1991,9,5,4.0,2.0,1,0,1.6,1.2,2.2,1.6,1.9000000000000001,1.4,1.6,1.2,2.2,1.6
1991-1992,1,2,1991-09-08,Burgos CF,CA Osasuna,4:0,1991,9,6,4.0,0.0,1,0,1.4,1.2,0.8,0.8,1.1,1.0,2.8,1.4,0.6,1.8
1991-1992,1,2,1991-09-08,Albacete,Valencia,1:0,1991,9,6,1.0,0.0,1,0,1.5,1.5,1.8,0.4,1.65,0.95,1.4,1.2,0.8,0.8
1991-1992,1,2,1991-09-08,Real Sociedad,Real Zaragoza,0:0,1991,9,6,0.0,0.0,X,1,1.6,0.6,0.6,1.8,1.1,1.2,,,1.8,0.4
1991-1992,1,2,1991-09-08,Espanyol,Real Oviedo,0:1,1991,9,6,0.0,1.0,2,2,2.0,0.6,0.8,1.2,1.4,0.8999999999999999,1.6,0.6,0.6,1.8
1991-1992,1,2,1991-09-08,Real Madrid,Real Valladolid,1:0,1991,9,6,1.0,0.0,1,0,2.8,1.4,0.6,1.8,1.7,1.6,2.0,0.6,0.8,1.2
1991-1992,1,2,1991-09-08,CD Logroñés,Cádiz CF,2:1,1991,9,6,2.0,1.0,1,0,1.0,0.8,0.2,0.6,0.6,0.7,1.0,0.8,0.2,0.6
1991-1992,1,2,1991-09-08,Dep. La Coruña,CD Tenerife,1:1,1991,9,6,1.0,1.0,X,1,1.5,1.5,0.2,1.8,0.85,1.65,,,0.2,1.8
1991-1992,1,2,1991-09-08,Sporting Gijón,Athletic,3:2,1991,9,6,3.0,2.0,1,0,2.0,0.6,0.4,2.0,1.2,1.3,2.0,0.6,0.4,2.0
1991-1992,1,2,1991-09-08,RCD Mallorca,Atlético Madrid,0:2,1991,9,6,0.0,2.0,2,2,1.0,1.0,1.6,1.0,1.3,1.0,1.0,1.0,1.6,1.0
1991-1992,1,5,1991-10-04,Valencia,Espanyol,1:0,1991,10,4,1.0,0.0,1,0,1.4,0.8,0.6,1.6,1.0,1.2000000000000002,1.4,0.8,0.6,1.6
1991-1992,1,5,1991-10-05,Sevilla FC,CD Logroñés,0:1,1991,10,5,0.0,1.0,2,2,2.2,1.2,0.6,1.4,1.4000000000000001,1.2999999999999998,1.6,1.8,,
1991-1992,1,5,1991-10-05,CA Osasuna,Real Sociedad,1:0,1991,10,5,1.0,0.0,1,0,0.8,1.2,1.2,2.2,1.0,1.7000000000000002,1.8,0.6,0.8,1.2
1991-1992,1,5,1991-10-05,Sporting Gijón,Real Madrid,1:4,1991,10,5,1.0,4.0,2,2,2.2,0.8,1.2,1.0,1.7000000000000002,0.9,1.2,0.2,0.6,0.6
1991-1992,1,5,1991-10-05,Atlético Madrid,Real Zaragoza,2:1,1991,10,5,2.0,1.0,1,0,1.4,0.8,0.4,1.6,0.8999999999999999,1.2000000000000002,1.8,0.8,0.0,2.0
1991-1992,1,5,1991-10-05,Cádiz CF,Burgos CF,0:2,1991,10,5,0.0,2.0,2,2,1.8,0.4,0.2,1.0,1.0,0.7,1.8,0.4,0.2,1.0
1991-1992,1,5,1991-10-05,Real Valladolid,Albacete,1:0,1991,10,5,1.0,0.0,1,0,1.8,0.8,0.0,2.0,0.9,1.4,1.4,0.8,0.4,1.6
1991-1992,1,5,1991-10-05,Barcelona,Real Oviedo,1:2,1991,10,5,1.0,2.0,2,2,1.8,0.6,0.8,1.2,1.3,0.8999999999999999,2.2,0.8,1.2,1.0
1991-1992,1,5,1991-10-05,Athletic,Dep. La Coruña,0:0,1991,10,5,0.0,0.0,X,1,1.6,1.8,1.5,1.5,1.55,1.65,0.8,1.2,1.2,2.2
1991-1992,1,5,1991-10-05,CD Tenerife,RCD Mallorca,0:1,1991,10,5,0.0,1.0,2,2,1.2,0.2,0.6,0.6,0.8999999999999999,0.4,2.2,1.2,0.6,1.4
1991-1992,1,8,1991-11-02,Dep. La Coruña,Real Madrid,0:3,1991,11,5,0.0,3.0,2,2,1.0,1.0,1.8,1.0,1.4,1.0,1.0,1.0,1.8,1.0
1991-1992,1,8,1991-11-02,Atlético Madrid,CA Osasuna,1:0,1991,11,5,1.0,0.0,1,0,1.4,1.0,0.6,1.4,1.0,1.2,1.4,1.0,0.6,1.4
1991-1992,1,8,1991-11-03,CD Logroñés,Barcelona,2:2,1991,11,6,2.0,2.0,X,1,1.2,1.0,2.2,2.0,1.7000000000000002,1.5,1.0,0.0,1.0,0.4
1991-1992,1,8,1991-11-03,RCD Mallorca,Athletic,1:2,1991,11,6,1.0,2.0,2,2,0.4,1.0,0.6,2.2,0.5,1.6,0.8,0.0,1.4,0.6
1991-1992,1,8,1991-11-03,Real Zaragoza,CD Tenerife,3:0,1991,11,6,3.0,0.0,1,0,0.8,0.6,0.4,1.4,0.6000000000000001,1.0,1.6,0.6,0.4,1.0
1991-1992,1,8,1991-11-03,Burgos CF,Sevilla FC,1:0,1991,11,6,1.0,0.0,1,0,1.8,1.0,0.8,1.6,1.3,1.3,1.8,0.8,0.4,2.0
1991-1992,1,8,1991-11-03,Espanyol,Real Valladolid,0:2,1991,11,6,0.0,2.0,2,2,1.8,0.8,0.4,2.0,1.1,1.4,1.8,1.0,0.8,1.6
1991-1992,1,8,1991-11-03,Real Sociedad,Cádiz CF,1:0,1991,11,6,1.0,0.0,1,0,1.6,0.6,0.4,1.0,1.0,0.8,0.8,0.6,0.4,1.4
1991-1992,1,8,1991-11-03,Real Oviedo,Valencia,2:2,1991,11,6,2.0,2.0,X,1,0.8,0.0,1.4,0.6,1.1,0.3,0.4,1.0,0.6,2.2
1991-1992,1,8,1991-11-03,Albacete,Sporting Gijón,0:2,1991,11,6,0.0,2.0,2,2,1.0,0.0,1.0,0.4,1.0,0.2,1.2,1.0,2.2,2.0
1991-1992,1,9,1991-11-09,Valencia,Atlético Madrid,2:0,1991,11,5,2.0,0.0,1,0,1.2,0.4,1.4,1.0,1.2999999999999998,0.7,1.2,0.4,1.4,1.0
1991-1992,1,9,1991-11-10,Sevilla FC,RCD Mallorca,2:0,1991,11,6,2.0,0.0,1,0,1.8,1.2,0.4,0.2,1.1,0.7,1.2,0.6,0.4,1.2
1991-1992,1,9,1991-11-10,Real Valladolid,Real Sociedad,2:2,1991,11,6,2.0,2.0,X,1,1.6,0.6,0.6,2.0,1.1,1.3,1.6,1.4,0.4,1.6
1991-1992,1,9,1991-11-10,Cádiz CF,Real Zaragoza,0:0,1991,11,6,0.0,0.0,X,1,1.8,0.6,0.6,1.6,1.2,1.1,1.4,1.2,0.0,0.0
1991-1992,1,9,1991-11-10,CD Tenerife,Real Oviedo,1:0,1991,11,6,1.0,0.0,1,0,1.0,0.4,1.0,0.8,1.0,0.6000000000000001,2.2,1.4,0.4,0.4
1991-1992,1,9,1991-11-10,Real Madrid,Albacete,2:1,1991,11,6,2.0,1.0,1,0,3.0,0.8,0.0,1.5,1.5,1.15,1.0,0.4,1.0,0.8
1991-1992,1,9,1991-11-10,Sporting Gijón,Burgos CF,0:0,1991,11,6,0.0,0.0,X,1,2.2,1.4,0.4,0.4,1.3,0.8999999999999999,1.8,0.6,0.6,1.6
1991-1992,1,9,1991-11-10,CD Logroñés,Dep. La Coruña,2:1,1991,11,6,2.0,1.0,1,0,1.4,1.2,0.0,0.0,0.7,0.6,1.6,0.6,0.6,2.0
1991-1992,1,9,1991-11-10,Athletic,Espanyol,0:2,1991,11,6,0.0,2.0,2,2,1.6,1.4,0.4,1.6,1.0,1.5,1.8,1.2,0.4,0.2
1991-1992,1,9,1991-11-10,Barcelona,CA Osasuna,2:0,1991,11,6,2.0,0.0,1,0,1.2,0.6,0.4,1.2,0.8,0.8999999999999999,3.0,0.8,0.0,1.5
1991-1992,1,12,1991-12-01,Real Sociedad,Sporting Gijón,0:0,1991,12,6,0.0,0.0,X,1,1.2,0.4,1.4,0.4,1.2999999999999998,0.4,1.4,0.4,0.6,1.4
1991-1992,1,12,1991-12-01,Burgos CF,Dep. La Coruña,0:0,1991,12,6,0.0,0.0,X,1,1.8,0.8,0.5,1.0,1.15,0.9,1.2,0.4,1.4,0.4
1991-1992,1,12,1991-12-01,Espanyol,Real Madrid,1:5,1991,12,6,1.0,5.0,2,2,1.4,1.0,2.4,0.8,1.9,0.9,1.8,0.8,0.5,1.0
1991-1992,1,12,1991-12-01,Real Oviedo,Athletic,1:1,1991,12,6,1.0,1.0,X,1,1.0,0.4,1.0,2.2,1.0,1.3,1.4,1.0,2.4,0.8
1991-1992,1,12,1991-12-01,Real Zaragoza,Sevilla FC,1:1,1991,12,6,1.0,1.0,X,1,1.4,0.4,0.6,1.4,1.0,0.8999999999999999,1.0,0.4,1.0,2.2
1991-1992,1,12,1991-12-01,CA Osasuna,Cádiz CF,1:0,1991,12,6,1.0,0.0,1,0,1.0,0.6,0.2,0.8,0.6,0.7,1.0,0.6,0.2,0.8
1991-1992,1,12,1991-12-01,Valencia,CD Tenerife,1:0,1991,12,6,1.0,0.0,1,0,1.2,0.4,0.2,1.6,0.7,1.0,1.2,0.4,0.2,1.6
1991-1992,1,12,1991-12-01,Atlético Madrid,Real Valladolid,5:1,1991,12,6,5.0,1.0,1,0,1.0,0.8,0.8,1.6,0.9,1.2000000000000002,1.0,0.8,0.8,1.6
1991-1992,1,13,1991-12-07,Real Madrid,Real Sociedad,4:1,1991,12,5,4.0,1.0,1,0,2.0,1.0,0.6,1.6,1.3,1.3,2.0,1.0,0.6,1.6
1991-1992,1,13,1991-12-07,Barcelona,CD Tenerife,5:3,1991,12,5,5.0,3.0,1,0,1.4,0.6,0.2,1.6,0.7999999999999999,1.1,1.4,0.6,0.2,1.6
1991-1992,1,13,1991-12-08,Cádiz CF,Valencia,2:0,1991,12,6,2.0,0.0,1,0,1.4,0.6,1.4,1.0,1.4,0.8,0.5,1.0,0.4,0.4
1991-1992,1,13,1991-12-08,Sevilla FC,Real Oviedo,1:1,1991,12,6,1.0,1.0,X,1,2.0,1.0,0.8,0.8,1.4,0.9,1.6,0.6,1.4,1.4
1991-1992,1,13,1991-12-08,CD Logroñés,Espanyol,2:1,1991,12,6,2.0,1.0,1,0,1.8,1.4,0.6,1.4,1.2,1.4,0.5,2.0,0.4,0.4
1991-1992,1,13,1991-12-08,Real Valladolid,CA Osasuna,1:1,1991,12,6,1.0,1.0,X,1,1.2,0.6,0.2,1.4,0.7,1.0,1.8,1.4,0.6,1.2
1991-1992,1,13,1991-12-08,Sporting Gijón,Real Zaragoza,1:2,1991,12,6,1.0,2.0,2,2,1.8,1.4,0.6,1.2,1.2,1.2999999999999998,1.8,1.4,0.6,1.4
1991-1992,1,13,1991-12-08,Albacete,Burgos CF,1:0,1991,12,6,1.0,0.0,1,0,0.5,1.0,0.4,0.4,0.45,0.7,1.4,0.6,1.4,1.0
1991-1992,1,13,1991-12-08,Athletic,Atlético Madrid,3:2,1991,12,6,3.0,2.0,1,0,1.6,0.6,1.4,1.4,1.5,1.0,1.2,0.6,0.2,1.4
1991-1992,1,13,1991-12-08,Dep. La Coruña,RCD Mallorca,1:0,1991,12,6,1.0,0.0,1,0,0.5,2.0,0.4,0.4,0.45,1.2,2.0,1.0,0.8,0.8
1991-1992,1,16,1992-01-04,CD Tenerife,Athletic,4:1,1992,1,5,4.0,1.0,1,0,1.0,0.4,1.2,2.0,1.1,1.2,1.0,0.4,1.2,2.0
1991-1992,1,16,1992-01-04,Atlético Madrid,Real Madrid,2:0,1992,1,5,2.0,0.0,1,0,2.0,1.0,3.2,0.4,2.6,0.7,2.0,1.0,3.2,0.4
1991-1992,1,16,1992-01-05,RCD Mallorca,Barcelona,1:2,1992,1,6,1.0,2.0,2,2,0.4,1.2,1.4,2.4,0.8999999999999999,1.7999999999999998,0.4,1.2,1.4,2.4
1991-1992,1,16,1992-01-05,CA Osasuna,Sporting Gijón,0:2,1992,1,6,0.0,2.0,2,2,1.0,0.6,1.2,0.2,1.1,0.4,1.0,0.6,1.2,0.2
1991-1992,1,16,1992-01-05,Espanyol,Burgos CF,0:0,1992,1,6,0.0,0.0,X,1,1.0,1.8,0.4,0.6,0.7,1.2,1.0,1.8,0.4,0.6
1991-1992,1,16,1992-01-05,Real Oviedo,CD Logroñés,2:3,1992,1,6,2.0,3.0,2,2,1.2,0.6,0.8,1.4,1.0,1.0,1.2,0.6,0.8,1.4
1991-1992,1,16,1992-01-05,Real Sociedad,Albacete,0:1,1992,1,6,0.0,1.0,2,2,0.6,0.2,0.3333333333333333,1.6666666666666667,0.4666666666666667,0.9333333333333333,0.6,0.2,0.3333333333333333,1.6666666666666667
1991-1992,1,16,1992-01-05,Valencia,Sevilla FC,3:2,1992,1,6,3.0,2.0,1,0,1.2,0.2,0.8,1.2,1.0,0.7,1.2,0.2,0.8,1.2
1991-1992,1,16,1992-01-05,Cádiz CF,Real Valladolid,0:0,1992,1,6,0.0,0.0,X,1,1.6,0.6,0.6,1.8,1.1,1.2,1.6,0.6,0.6,1.8
1991-1992,1,16,1992-01-05,Real Zaragoza,Dep. La Coruña,1:0,1992,1,6,1.0,0.0,1,0,1.4,0.4,0.3333333333333333,0.6666666666666666,0.8666666666666666,0.5333333333333333,1.4,0.4,0.3333333333333333,0.6666666666666666
1991-1992,1,17,1992-01-11,CD Logroñés,Atlético Madrid,1:0,1992,1,5,1.0,0.0,1,0,2.0,1.2,1.2,2.0,1.6,1.6,2.0,1.2,1.2,2.0
1991-1992,1,17,1992-01-12,Sporting Gijón,Valencia,0:3,1992,1,6,0.0,3.0,2,2,1.6,1.6,1.2,1.4,1.4,1.5,2.0,1.0,0.6,1.4
1991-1992,1,17,1992-01-12,Burgos CF,Real Sociedad,0:1,1992,1,6,0.0,1.0,2,2,1.6,0.2,0.6,2.0,1.1,1.1,0.6666666666666666,0.6666666666666666,0.8,1.0
1991-1992,1,17,1992-01-12,Athletic,Cádiz CF,3:1,1992,1,6,3.0,1.0,1,0,1.8,1.0,0.2,0.8,1.0,0.9,0.6666666666666666,1.3333333333333333,0.8,0.6
1991-1992,1,17,1992-01-12,RCD Mallorca,Espanyol,1:0,1992,1,6,1.0,0.0,1,0,0.6,1.4,0.8,1.4,0.7,1.4,2.4,0.6,0.4,1.6
1991-1992,1,17,1992-01-12,Sevilla FC,CD Tenerife,4:1,1992,1,6,4.0,1.0,1,0,1.6,0.8,0.8,2.4,1.2000000000000002,1.6,1.6,0.8,0.8,2.4
1991-1992,1,17,1992-01-12,Barcelona,Real Valladolid,2:1,1992,1,6,2.0,1.0,1,0,2.0,1.0,0.6,1.4,1.3,1.2,0.6,1.4,0.8,1.4
1991-1992,1,17,1992-01-12,Real Madrid,CA Osasuna,5:2,1992,1,6,5.0,2.0,1,0,2.4,0.6,0.4,1.6,1.4,1.1,1.8,1.0,0.2,0.8
1991-1992,1,17,1992-01-12,Dep. La Coruña,Real Oviedo,0:0,1992,1,6,0.0,0.0,X,1,0.6666666666666666,1.3333333333333333,0.8,0.6,0.7333333333333334,0.9666666666666666,1.6,0.2,0.6,2.0
1991-1992,1,17,1992-01-12,Albacete,Real Zaragoza,1:1,1992,1,6,1.0,1.0,X,1,0.6666666666666666,0.6666666666666666,0.8,1.0,0.7333333333333334,0.8333333333333333,1.6,1.6,1.2,1.4
1991-1992,1,20,1992-02-01,Burgos CF,Atlético Madrid,1:1,1992,2,5,1.0,1.0,X,1,1.4,0.2,1.0,1.8,1.2,1.0,1.4,0.2,1.0,1.8
1991-1992,1,20,1992-02-02,Sporting Gijón,Real Valladolid,1:0,1992,2,6,1.0,0.0,1,0,1.0,2.2,0.8,1.6,0.9,1.9000000000000001,1.8,1.0,1.0,2.8
1991-1992,1,20,1992-02-02,Real Madrid,Cádiz CF,1:1,1992,2,6,1.0,1.0,X,1,2.6,0.8,0.4,1.4,1.5,1.1,0.2,0.2,1.2,2.4
1991-1992,1,20,1992-02-02,Albacete,CA Osasuna,1:0,1992,2,6,1.0,0.0,1,0,0.75,0.75,0.6,2.6,0.675,1.675,2.2,1.0,1.2,2.0
1991-1992,1,20,1992-02-02,RCD Mallorca,Real Oviedo,2:1,1992,2,6,2.0,1.0,1,0,0.6,1.2,0.8,0.6,0.7,0.8999999999999999,0.5,1.0,1.4,1.0
1991-1992,1,20,1992-02-02,Espanyol,Real Zaragoza,1:0,1992,2,6,1.0,0.0,1,0,0.8,1.8,0.8,0.8,0.8,1.3,0.8,1.8,0.8,0.8
1991-1992,1,20,1992-02-02,Dep. La Coruña,Valencia,0:1,1992,2,6,0.0,1.0,2,2,0.5,1.0,1.4,1.0,0.95,1.0,0.6,1.2,0.8,0.6
1991-1992,1,20,1992-02-02,Sevilla FC,Athletic,1:2,1992,2,6,1.0,2.0,2,2,2.2,1.0,1.2,2.0,1.7000000000000002,1.5,0.75,0.75,0.6,2.6
1991-1992,1,20,1992-02-02,Real Sociedad,Barcelona,2:1,1992,2,6,2.0,1.0,1,0,0.2,0.2,1.2,2.4,0.7,1.3,2.6,0.8,0.4,1.4
1991-1992,1,20,1992-02-02,CD Logroñés,CD Tenerife,2:0,1992,2,6,2.0,0.0,1,0,1.8,1.0,1.0,2.8,1.4,1.9,1.0,2.2,0.8,1.6
1991-1992,1,21,1992-02-08,Barcelona,Sevilla FC,1:0,1992,2,5,1.0,0.0,1,0,2.4,1.2,1.0,1.6,1.7,1.4,2.4,1.2,1.0,1.6
1991-1992,1,21,1992-02-09,Real Oviedo,Espanyol,1:0,1992,2,6,1.0,0.0,1,0,1.6,1.2,0.8,1.0,1.2000000000000002,1.1,1.2,0.4,0.8,1.8
1991-1992,1,21,1992-02-09,Athletic,Sporting Gijón,2:0,1992,2,6,2.0,0.0,1,0,2.0,1.0,1.2,0.0,1.6,0.5,1.0,0.8,3.0,0.8
1991-1992,1,21,1992-02-09,CD Tenerife,Dep. La Coruña,1:0,1992,2,6,1.0,0.0,1,0,1.8,0.4,0.25,0.75,1.025,0.575,1.4,0.6,0.5,1.25
1991-1992,1,21,1992-02-09,Atlético Madrid,RCD Mallorca,3:0,1992,2,6,3.0,0.0,1,0,2.4,0.4,0.2,0.6,1.3,0.5,0.8,0.8,0.4,0.6
1991-1992,1,21,1992-02-09,Cádiz CF,CD Logroñés,2:0,1992,2,6,2.0,0.0,1,0,0.8,0.6,1.0,1.2,0.9,0.8999999999999999,2.4,0.4,0.2,0.6
1991-1992,1,21,1992-02-09,Valencia,Albacete,1:1,1992,2,6,1.0,1.0,X,1,1.4,0.6,0.5,1.25,0.95,0.925,1.8,0.4,0.25,0.75
1991-1992,1,21,1992-02-09,Real Valladolid,Real Madrid,2:1,1992,2,6,2.0,1.0,1,0,1.0,0.8,3.0,0.8,2.0,0.8,2.0,1.0,1.2,0.0
1991-1992,1,21,1992-02-09,Real Zaragoza,Real Sociedad,1:3,1992,2,6,1.0,3.0,2,2,1.2,0.4,0.8,1.8,1.0,1.1,1.6,1.2,0.8,1.0
1991-1992,1,21,1992-02-09,CA Osasuna,Burgos CF,1:1,1992,2,6,1.0,1.0,X,1,0.8,0.8,0.4,0.6,0.6000000000000001,0.7,0.8,0.6,1.0,1.2
1991-1992,1,12,1992-02-12,RCD Mallorca,CD Logroñés,2:1,1992,2,2,2.0,1.0,1,0,1.0,1.4,0.8,1.4,0.9,1.4,1.0,1.4,0.8,1.4
1991-1992,1,24,1992-03-01,Burgos CF,Cádiz CF,1:1,1992,3,6,1.0,1.0,X,1,1.2,0.4,0.6,1.6,0.8999999999999999,1.0,1.2,0.4,0.6,1.6
1991-1992,1,24,1992-03-01,Real Sociedad,CA Osasuna,0:0,1992,3,6,0.0,0.0,X,1,0.6,0.4,0.6,2.0,0.6,1.2,0.6,0.4,0.6,2.0
1991-1992,1,24,1992-03-01,RCD Mallorca,CD Tenerife,0:2,1992,3,6,0.0,2.0,2,2,1.4,1.2,0.8,3.0,1.1,2.1,1.4,1.2,0.8,3.0
1991-1992,1,24,1992-03-01,CD Logroñés,Sevilla FC,1:0,1992,3,6,1.0,0.0,1,0,1.8,0.8,0.8,1.6,1.3,1.2000000000000002,1.8,0.8,0.8,1.6
